"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",-21.4806659245235,3.28984324257787e-07,20,100,"small",0.1,200120,"int12_3","null",0
"x3",-21.8326964415388,2.31361075135109e-07,20,100,"small",0.1,200120,"int12_3","null",0
"x4",-22.5380977015381,1.14271629138907e-07,20,100,"small",0.1,200120,"int12_3","null",0
"int12_4",-26.2720347682533,2.73092740218009e-09,20,100,"small",0.1,200120,"int12_3","null",0
"int14_2",-33.0256909320008,3.18591768442723e-12,20,100,"small",0.1,200120,"int12_3","null",0
"int13_2",-34.5567418781323,6.89140181896275e-13,20,100,"small",0.1,200120,"int12_3","null",0
"int23_1",-34.5957207336696,6.62795072937518e-13,20,100,"small",0.1,200120,"int12_3","null",0
"main",-34.6407640352571,6.33602984090596e-13,20,100,"small",0.1,200120,"int12_3","null",0
"int24_1",-34.6592118723524,6.22021534257569e-13,20,100,"small",0.1,200120,"int12_3","null",0
"int12",-37.4158279858508,3.95022882115022e-14,20,100,"small",0.1,200120,"int12_3","null",0
"int14",-46.5025498447678,4.47001614152978e-18,20,100,"small",0.1,200120,"int12_3","null",0
"int24",-47.984290442908,1.01577454657955e-18,20,100,"small",0.1,200120,"int12_3","null",0
"int34",-50.2587070044399,1.0447942259093e-19,20,100,"small",0.1,200120,"int12_3","null",0
"int13",-50.4724982681695,8.43689021089705e-20,20,100,"small",0.1,200120,"int12_3","null",0
"int23",-50.5117511762474,8.11213325983197e-20,20,100,"small",0.1,200120,"int12_3","null",0
"int14_3",-53.3969015825075,4.53033351743152e-21,20,100,"small",0.1,200120,"int12_3","null",0
"int34_1",-55.3613963732183,6.35273775954948e-22,20,100,"small",0.1,200120,"int12_3","null",0
"int13_4",-55.5629191368132,5.19326762694641e-22,20,100,"small",0.1,200120,"int12_3","null",0
"int24_3",-65.048700111116,3.942923673754e-26,20,100,"small",0.1,200120,"int12_3","null",0
"int34_2",-66.4523870588572,9.68734740251078e-27,20,100,"small",0.1,200120,"int12_3","null",0
"int23_4",-66.4640109242367,9.57539490134961e-27,20,100,"small",0.1,200120,"int12_3","null",0
"int124_3",-82.2238043717454,1.37014131976408e-33,20,100,"small",0.1,200120,"int12_3","null",0
"int123_4",-84.605490303672,1.26593761935909e-34,20,100,"small",0.1,200120,"int12_3","null",0
"int134_2",-92.2038831944147,6.34559283322124e-38,20,100,"small",0.1,200120,"int12_3","null",0
"int234_1",-93.6441158564845,1.5030973330621e-38,20,100,"small",0.1,200120,"int12_3","null",0
"full",-184.529896621961,5.07918503301503e-78,20,100,"small",0.1,200120,"int12_3","null",0
"null",-10.7033481598708,0.994462540697865,21,100,"small",0.1,200121,"int12_3","null",0
"int12_3",-15.940281365801,0.00528709647770456,21,100,"small",0.1,200121,"int12_3","null",0
"x2",-19.5156964513103,0.000148058789117653,21,100,"small",0.1,200121,"int12_3","null",0
"x1",-19.9439393051394,9.64829747029027e-05,21,100,"small",0.1,200121,"int12_3","null",0
"int12_4",-22.8056953963034,5.51576565074279e-06,21,100,"small",0.1,200121,"int12_3","null",0
"x3",-26.3936443162091,1.52538470947749e-07,21,100,"small",0.1,200121,"int12_3","null",0
"x4",-26.3965727457288,1.52092426210577e-07,21,100,"small",0.1,200121,"int12_3","null",0
"int12",-31.8304608053632,6.64048787927041e-10,21,100,"small",0.1,200121,"int12_3","null",0
"int13_2",-43.2353761686853,7.39789528072512e-15,21,100,"small",0.1,200121,"int12_3","null",0
"int23_1",-43.8188084363827,4.12787716226634e-15,21,100,"small",0.1,200121,"int12_3","null",0
"main",-44.706293010132,1.69940586157548e-15,21,100,"small",0.1,200121,"int12_3","null",0
"int14_2",-47.3616022939947,1.19429315217029e-16,21,100,"small",0.1,200121,"int12_3","null",0
"int24_1",-47.4398673167306,1.1043859544471e-16,21,100,"small",0.1,200121,"int12_3","null",0
"int13",-59.1706586203795,8.88183995335544e-22,21,100,"small",0.1,200121,"int12_3","null",0
"int23",-59.7415721867776,5.0183197729691e-22,21,100,"small",0.1,200121,"int12_3","null",0
"int14",-60.594905740243,2.1377665538974e-22,21,100,"small",0.1,200121,"int12_3","null",0
"int24",-60.6120970210758,2.10132970414749e-22,21,100,"small",0.1,200121,"int12_3","null",0
"int34",-60.621573925923,2.08150966713029e-22,21,100,"small",0.1,200121,"int12_3","null",0
"int13_4",-64.8474973524287,3.04146768926896e-24,21,100,"small",0.1,200121,"int12_3","null",0
"int24_3",-66.1497946159195,8.26994634360047e-25,21,100,"small",0.1,200121,"int12_3","null",0
"int34_2",-66.1916588638749,7.930878195691e-25,21,100,"small",0.1,200121,"int12_3","null",0
"int23_4",-66.428542884081,6.25811957605947e-25,21,100,"small",0.1,200121,"int12_3","null",0
"int34_1",-66.8173282344681,4.24225260269707e-25,21,100,"small",0.1,200121,"int12_3","null",0
"int14_3",-66.8679276847902,4.03293723158363e-25,21,100,"small",0.1,200121,"int12_3","null",0
"int123_4",-75.4215577503702,7.77726907913331e-29,21,100,"small",0.1,200121,"int12_3","null",0
"int124_3",-79.1961300400427,1.78464240492037e-30,21,100,"small",0.1,200121,"int12_3","null",0
"int234_1",-104.920094730847,1.20164252764408e-41,21,100,"small",0.1,200121,"int12_3","null",0
"int134_2",-106.75550073717,1.917205161651e-42,21,100,"small",0.1,200121,"int12_3","null",0
"full",-181.996950955098,4.03387047812308e-75,21,100,"small",0.1,200121,"int12_3","null",0
"int12_3",-9.09001086076097,0.847259915752695,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int12_4",-10.8545471108973,0.145106980036188,22,100,"small",0.1,200122,"int12_3","int12_3",1
"null",-13.8053458206925,0.00758879300162302,22,100,"small",0.1,200122,"int12_3","int12_3",1
"x1",-19.0095232573755,4.16895457627903e-05,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int12",-21.7924095355736,2.57890300858563e-06,22,100,"small",0.1,200122,"int12_3","int12_3",1
"x2",-25.9437412236041,4.06007974887727e-08,22,100,"small",0.1,200122,"int12_3","int12_3",1
"x3",-29.3852672331093,1.2998666723669e-09,22,100,"small",0.1,200122,"int12_3","int12_3",1
"x4",-29.7982855159838,8.60057025351779e-10,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int14_2",-44.3536847557659,4.10390856358413e-16,22,100,"small",0.1,200122,"int12_3","int12_3",1
"main",-44.3959604502617,3.93402916414501e-16,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int23_1",-44.4089376617845,3.88330626826294e-16,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int13_2",-44.4669602500012,3.66439898275401e-16,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int24_1",-45.1541138155003,1.84321396512784e-16,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int34",-59.154869459628,1.53152762024415e-22,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int14",-59.3845622852727,1.21722400002305e-22,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int24",-60.274525746315,4.99878302696134e-23,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int23",-60.2801936386625,4.97053060437501e-23,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int13",-60.3376670950074,4.69291131579203e-23,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int13_4",-64.5735363376987,6.78934236083437e-25,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int34_1",-64.6587139887925,6.23498661084858e-25,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int14_3",-64.8311477375893,5.24745230150272e-25,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int124_3",-65.5628654797168,2.5244543510671e-25,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int123_4",-67.239706373072,4.71981281242357e-26,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int34_2",-72.8662997652639,1.69952012911348e-28,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int23_4",-73.04214027836,1.4254754698589e-28,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int24_3",-73.6637177852453,7.65617879330225e-29,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int134_2",-104.898821400977,2.0834300550481e-42,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int234_1",-106.589561843529,3.84148976449957e-43,22,100,"small",0.1,200122,"int12_3","int12_3",1
"full",-170.677982525074,5.63965093792752e-71,22,100,"small",0.1,200122,"int12_3","int12_3",1
"int12_3",-1.05267241127092,0.999278681492643,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int12_4",-8.30202679247915,0.000710120446051169,23,100,"small",0.1,200123,"int12_3","int12_3",1
"null",-12.8886287153651,7.23429328357165e-06,23,100,"small",0.1,200123,"int12_3","int12_3",1
"x1",-13.6290053909247,3.45028211280524e-06,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int12",-15.5588725472647,5.00868765754669e-07,23,100,"small",0.1,200123,"int12_3","int12_3",1
"x2",-19.3063970372428,1.18085002486483e-08,23,100,"small",0.1,200123,"int12_3","int12_3",1
"main",-23.0890229943714,2.68794985689305e-10,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int24_1",-23.1182057435242,2.61064161050735e-10,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int23_1",-23.6488706864704,1.53561518994432e-10,23,100,"small",0.1,200123,"int12_3","int12_3",1
"x4",-24.3908528053556,7.31212588385577e-11,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int14_2",-25.0284518419612,3.86489692732105e-11,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int13_2",-26.1493212698903,1.25994187069783e-11,23,100,"small",0.1,200123,"int12_3","int12_3",1
"x3",-28.8447999341177,8.5058750517045e-13,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int24",-34.7177876213833,2.39393775412756e-15,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int23",-37.7822348078436,1.11748152233917e-16,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int14",-38.1236939674775,7.94230428926709e-17,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int34",-38.7019306393405,4.45473143006166e-17,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int13",-38.9337431349584,3.53302441329662e-17,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int34_1",-52.6627671266927,3.85218625148622e-23,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int13_4",-54.3305264507245,7.26789434648296e-24,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int14_3",-56.6617886928873,7.06243197418251e-25,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int23_4",-58.2675651668271,1.41766760645083e-25,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int24_3",-58.3281178462694,1.33437138869914e-25,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int124_3",-59.8990009443789,2.77364490651698e-26,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int123_4",-60.579527954911,1.40443529317023e-26,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int34_2",-61.9024168264842,3.74091979934594e-27,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int134_2",-79.151915865003,1.20674678247612e-34,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int234_1",-80.4270050252049,3.37172358129611e-35,23,100,"small",0.1,200123,"int12_3","int12_3",1
"full",-164.714810807886,8.35839748373092e-72,23,100,"small",0.1,200123,"int12_3","int12_3",1
"int12_3",3.70670546901354,0.999996204011931,24,100,"small",0.1,200124,"int12_3","int12_3",1
"x1",-8.81001512882007,3.66484544579907e-06,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int12",-12.2328836684972,1.19542613178252e-07,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int12_4",-15.1078178742297,6.74457648158198e-09,24,100,"small",0.1,200124,"int12_3","int12_3",1
"null",-15.436523949722,4.85511419323611e-09,24,100,"small",0.1,200124,"int12_3","int12_3",1
"x3",-25.2299478914696,2.71000113156772e-13,24,100,"small",0.1,200124,"int12_3","int12_3",1
"main",-28.1088931993765,1.52285800761014e-14,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int13_2",-28.1238263005044,1.50028596969897e-14,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int23_1",-28.1359667294985,1.48218197192459e-14,24,100,"small",0.1,200124,"int12_3","int12_3",1
"x2",-29.6795157264277,3.16626102218006e-15,24,100,"small",0.1,200124,"int12_3","int12_3",1
"x4",-31.4669835521917,5.29979780963114e-16,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int14_2",-39.0104047318123,2.80668134691775e-19,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int24_1",-41.0889402198285,3.51153187903986e-20,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int14",-43.1860368685293,4.31259934811797e-21,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int24",-43.6778091123824,2.63733404496898e-21,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int34",-43.96000469771,1.98888263313832e-21,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int13",-44.0284840150902,1.85724400801258e-21,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int23",-44.0507249025859,1.81639321582883e-21,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int13_4",-45.231461375371,5.57728113295776e-22,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int14_3",-45.5735179806896,3.96158738669192e-22,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int34_1",-45.8034053831699,3.14796873149681e-22,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int124_3",-57.6326613592045,2.29429793635144e-27,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int123_4",-58.2278898774139,1.26515971157113e-27,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int34_2",-69.8601570912283,1.12283486804754e-32,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int23_4",-69.9713024535988,1.00472237262307e-32,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int24_3",-70.7399654322366,4.65821986323563e-33,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int134_2",-86.4195848824776,7.22183858591588e-40,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int234_1",-90.3571400625714,1.40795667290185e-41,24,100,"small",0.1,200124,"int12_3","int12_3",1
"full",-155.922124851639,4.72148039266208e-70,24,100,"small",0.1,200124,"int12_3","int12_3",1
"int14_2",11.3210960513568,0.999784571558287,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int12_3",2.87841418316299,0.000215425089831146,25,100,"small",0.1,200125,"int12_3","int14_2",0
"x1",-8.2765684815538,3.08140558726288e-09,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int23_1",-11.6276612458443,1.07991051485717e-10,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int12",-12.5671692817399,4.22050689523251e-11,25,100,"small",0.1,200125,"int12_3","int14_2",0
"null",-12.6794615111097,3.77221743961266e-11,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int13_2",-12.7212168134297,3.61795050438067e-11,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int12_4",-13.091852910204,2.49745349244606e-11,25,100,"small",0.1,200125,"int12_3","int14_2",0
"main",-13.2497698607201,2.13262722623759e-11,25,100,"small",0.1,200125,"int12_3","int14_2",0
"x3",-18.8625507475299,7.78601403187943e-14,25,100,"small",0.1,200125,"int12_3","int14_2",0
"x2",-26.3668370268029,4.287904067025e-17,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int23",-26.708459032002,3.04705650984072e-17,25,100,"small",0.1,200125,"int12_3","int14_2",0
"x4",-27.7410258439922,1.08503173335883e-17,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int13",-28.1099410094502,7.50282158732777e-18,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int14",-28.4349625819181,5.4208768833866e-18,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int24",-28.5108473132317,5.02473571059035e-18,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int34",-29.0863675527901,2.82597268354656e-18,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int24_1",-32.580488786336,8.58401343577264e-20,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int14_3",-40.1676021363558,4.35159959067083e-23,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int34_1",-44.3486245881994,6.65049463859489e-25,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int13_4",-44.3637749928483,6.55049637354429e-25,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int23_4",-57.5651446912788,1.21057638270832e-30,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int124_3",-57.7036925477717,1.05395392953273e-30,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int123_4",-57.9205596469519,8.48471859260615e-31,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int34_2",-59.7316509489953,1.3870447862331e-31,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int24_3",-61.0342159187122,3.77045451081372e-32,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int234_1",-73.3921780180783,1.61956714596826e-37,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int134_2",-74.4973442570088,5.36329097079522e-38,25,100,"small",0.1,200125,"int12_3","int14_2",0
"full",-163.299655513721,1.45571916620883e-76,25,100,"small",0.1,200125,"int12_3","int14_2",0
"int12_3",11.7649216206523,0.999938636401773,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int12_4",2.06432988469138,6.12434837813654e-05,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int12",-4.16985558377067,1.20112315439959e-07,26,100,"small",0.1,200126,"int12_3","int12_3",1
"null",-15.1101146903159,2.12957715126219e-12,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int14_3",-24.7521562297604,1.38295466507416e-16,26,100,"small",0.1,200126,"int12_3","int12_3",1
"x3",-26.5749969179034,2.23438646228783e-17,26,100,"small",0.1,200126,"int12_3","int12_3",1
"x1",-27.9964818016249,5.39281162461093e-18,26,100,"small",0.1,200126,"int12_3","int12_3",1
"x2",-28.1009300013156,4.85796043594808e-18,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int14_2",-28.4826521765336,3.31645523167241e-18,26,100,"small",0.1,200126,"int12_3","int12_3",1
"x4",-29.1311686076623,1.73391191805228e-18,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int14",-29.4795571451158,1.22383765763641e-18,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int24_1",-30.3628659548301,5.05950081830183e-19,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int24",-39.4279121357903,5.85070412319151e-23,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int123_4",-45.349621033879,1.56834873517867e-25,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int13_2",-47.1593974814713,2.56724143347141e-26,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int124_3",-48.0012682861249,1.10623365886885e-26,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int23_1",-53.8464434972064,3.20124953567791e-29,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int24_3",-53.9224838472959,2.9668502358192e-29,26,100,"small",0.1,200126,"int12_3","int12_3",1
"main",-56.0605465900173,3.49741181554259e-30,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int13",-61.0463749809603,2.39017123235963e-32,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int13_4",-61.4634423527847,1.5750667256802e-32,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int23_4",-65.3944842031544,3.09078768452341e-34,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int23",-65.9183152533986,1.83051055961275e-34,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int34_1",-66.5873957589154,9.37549630582167e-35,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int34_2",-69.3547003298409,5.89073060644028e-36,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int134_2",-69.9025768483016,3.40588055745558e-36,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int34",-71.1367263193955,9.91391311063958e-37,26,100,"small",0.1,200126,"int12_3","int12_3",1
"int234_1",-79.4334613555948,2.4718315103617e-40,26,100,"small",0.1,200126,"int12_3","int12_3",1
"full",-146.364703218247,2.11421843983012e-69,26,100,"small",0.1,200126,"int12_3","int12_3",1
"null",-8.9745118855473,0.899240848517713,27,100,"small",0.1,200127,"int12_3","null",0
"x1",-11.2000709148327,0.0971243267081729,27,100,"small",0.1,200127,"int12_3","null",0
"int12_3",-14.4967969222259,0.00359400028999864,27,100,"small",0.1,200127,"int12_3","null",0
"x2",-19.5559151534468,2.28260611664776e-05,27,100,"small",0.1,200127,"int12_3","null",0
"x3",-20.3727270913006,1.00854216379787e-05,27,100,"small",0.1,200127,"int12_3","null",0
"int12_4",-20.6371689593457,7.74191529336741e-06,27,100,"small",0.1,200127,"int12_3","null",0
"x4",-25.0666699264972,9.22870125718223e-08,27,100,"small",0.1,200127,"int12_3","null",0
"int13_2",-26.1729385119171,3.05277112693206e-08,27,100,"small",0.1,200127,"int12_3","null",0
"int23_1",-26.3407058404136,2.58127229720844e-08,27,100,"small",0.1,200127,"int12_3","null",0
"main",-26.5806836665895,2.030545730448e-08,27,100,"small",0.1,200127,"int12_3","null",0
"int12",-28.82812640831,2.14565944979083e-09,27,100,"small",0.1,200127,"int12_3","null",0
"int14_2",-35.0995202522791,4.05442296742821e-12,27,100,"small",0.1,200127,"int12_3","null",0
"int24_1",-35.2967666133446,3.32863401749463e-12,27,100,"small",0.1,200127,"int12_3","null",0
"int34",-39.3584664656574,5.73181565375133e-14,27,100,"small",0.1,200127,"int12_3","null",0
"int13",-42.111528284653,3.65302511350895e-15,27,100,"small",0.1,200127,"int12_3","null",0
"int14",-42.1128898711777,3.64805458840799e-15,27,100,"small",0.1,200127,"int12_3","null",0
"int24",-42.1664818185024,3.45769467706621e-15,27,100,"small",0.1,200127,"int12_3","null",0
"int23",-42.2806493792919,3.08463867682727e-15,27,100,"small",0.1,200127,"int12_3","null",0
"int34_1",-50.8322154621776,5.96082453915415e-19,27,100,"small",0.1,200127,"int12_3","null",0
"int14_3",-52.7642495905689,8.6344479821664e-20,27,100,"small",0.1,200127,"int12_3","null",0
"int13_4",-53.0223484817931,6.67027367874982e-20,27,100,"small",0.1,200127,"int12_3","null",0
"int24_3",-60.873375881844,2.59708268105277e-23,27,100,"small",0.1,200127,"int12_3","null",0
"int34_2",-61.5974688835383,1.25897231811397e-23,27,100,"small",0.1,200127,"int12_3","null",0
"int23_4",-61.5993515811362,1.25660428380062e-23,27,100,"small",0.1,200127,"int12_3","null",0
"int124_3",-74.7101679900989,2.54239670053357e-29,27,100,"small",0.1,200127,"int12_3","null",0
"int123_4",-76.0238366129934,6.83477594517383e-30,27,100,"small",0.1,200127,"int12_3","null",0
"int234_1",-85.8445632491141,3.71224726475645e-34,27,100,"small",0.1,200127,"int12_3","null",0
"int134_2",-85.9263051053271,3.42087227172e-34,27,100,"small",0.1,200127,"int12_3","null",0
"full",-182.821569030602,2.8383007602205e-76,27,100,"small",0.1,200127,"int12_3","null",0
"int12_3",4.48539297961867,0.999921754450145,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int12_4",-4.97186607789246,7.81143088398259e-05,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int12",-11.3640842933288,1.30805346737776e-07,28,100,"small",0.1,200128,"int12_3","int12_3",1
"null",-17.1349586402607,4.0772431497978e-10,28,100,"small",0.1,200128,"int12_3","int12_3",1
"x2",-19.8153790507035,2.79431150133013e-11,28,100,"small",0.1,200128,"int12_3","int12_3",1
"x3",-30.386311184968,7.16765880439784e-16,28,100,"small",0.1,200128,"int12_3","int12_3",1
"x1",-32.4811347588858,8.82281159163897e-17,28,100,"small",0.1,200128,"int12_3","int12_3",1
"x4",-33.1265220973081,4.62720611632289e-17,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int13_2",-42.999081512744,2.38627652532848e-21,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int23_1",-43.2546788193821,1.84806085941857e-21,28,100,"small",0.1,200128,"int12_3","int12_3",1
"main",-45.7366444347772,1.54458672531503e-22,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int14_2",-48.4227022885118,1.05262139766376e-23,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int24_1",-52.8427608888688,1.26667481096458e-25,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int124_3",-55.1988430492112,1.20069209983977e-26,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int123_4",-56.5584526211328,3.08290909160152e-27,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int14",-57.4531033359636,1.26014015215386e-27,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int13",-58.8890214067993,2.99783382283846e-28,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int23",-59.1876653238665,2.22386361815707e-28,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int24",-60.8454347843222,4.23787381300949e-29,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int34",-61.5489648109045,2.09705013100552e-29,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int23_4",-62.8695734714844,5.598552544347e-30,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int34_2",-63.1641763746362,4.16995476051837e-30,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int24_3",-63.2172545790269,3.95439248488351e-30,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int13_4",-72.7951391303414,2.73815080322662e-34,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int14_3",-73.162257377936,1.89679298159247e-34,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int34_1",-77.4113448576511,2.7080999456068e-36,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int134_2",-101.432390755645,1.00105284770652e-46,28,100,"small",0.1,200128,"int12_3","int12_3",1
"int234_1",-105.094698625595,2.57002238732063e-48,28,100,"small",0.1,200128,"int12_3","int12_3",1
"full",-157.553447502332,4.2402527232825e-71,28,100,"small",0.1,200128,"int12_3","int12_3",1
"null",-8.423485881365,0.970890599984213,29,100,"small",0.1,200129,"int12_3","null",0
"x3",-11.9760698229487,0.0278165134403973,29,100,"small",0.1,200129,"int12_3","null",0
"x1",-15.1045168498053,0.00121796669649425,29,100,"small",0.1,200129,"int12_3","null",0
"int12_3",-18.4384449878503,4.34238994048941e-05,29,100,"small",0.1,200129,"int12_3","null",0
"int13_2",-19.2347632838767,1.95835841325926e-05,29,100,"small",0.1,200129,"int12_3","null",0
"x2",-20.2529726079917,7.07439796717479e-06,29,100,"small",0.1,200129,"int12_3","null",0
"int23_1",-20.9466118388251,3.53545893199145e-06,29,100,"small",0.1,200129,"int12_3","null",0
"main",-22.0305898776909,1.19585938462263e-06,29,100,"small",0.1,200129,"int12_3","null",0
"x4",-24.4475094870416,1.06665817575264e-07,29,100,"small",0.1,200129,"int12_3","null",0
"int12",-34.2502136463518,5.898817260736e-12,29,100,"small",0.1,200129,"int12_3","null",0
"int12_4",-35.0119297765904,2.75394859979322e-12,29,100,"small",0.1,200129,"int12_3","null",0
"int13",-35.1610932947166,2.37232910707311e-12,29,100,"small",0.1,200129,"int12_3","null",0
"int24_1",-36.1971352462542,8.41836273335076e-13,29,100,"small",0.1,200129,"int12_3","null",0
"int23",-36.87986473239,4.25326053492924e-13,29,100,"small",0.1,200129,"int12_3","null",0
"int14_2",-37.0779862823261,3.48882262845571e-13,29,100,"small",0.1,200129,"int12_3","null",0
"int24",-37.3309407091721,2.70908217498162e-13,29,100,"small",0.1,200129,"int12_3","null",0
"int34",-37.680467414894,1.909961702835e-13,29,100,"small",0.1,200129,"int12_3","null",0
"int14",-37.9008317478928,1.53222182923492e-13,29,100,"small",0.1,200129,"int12_3","null",0
